score_phrase,title,url,score,genre,release_year,release_month,release_day
Okay,When Vikings Attack,/games/when-vikings-attack/ps3-135043,6.5,"Fighting, Action",2012,11,9
Okay,When Vikings Attack,/games/when-vikings-attack/vita-135040,6.5,"Fighting, Action",2012,11,9
Mediocre,"Freakyforms Deluxe: Your Creations, Alive!",/games/freakyforms-deluxe-your-creations-alive/3ds-139655,5,Productivity,2012,11,8
Mediocre,Painkiller: Hell & Damnation,/games/painkiller-hell-and-damnation/pc-136319,5,Shooter,2012,11,7
Great,Transformers Prime,/games/transformers-prime/3ds-130988,8,Action,2012,11,7
Great,Angry Birds Star Wars,/games/star-wars-angry-birds/iphone-144485,8.8,Puzzle,2012,11,7
Good,Farming Simulator 2013,/games/farming-simulator-2013/pc-144241,7.1,Simulation,2012,11,7
Great,Paper Mario: Sticker Star,/games/paper-mario-3ds/3ds-77808,8.3,RPG,2012,11,6
Okay,Lucius,/games/lucius-shiver-games/pc-83378,6,Adventure,2012,11,6
Mediocre,LittleBigPlanet Karting,/games/littlebigplanet-karting/ps3-128163,5,Racing,2012,11,6
Good,Primal Carnage,/games/primal-carnage/pc-60854,7.6,Shooter,2012,11,5
Great,Natural Selection 2,/games/natural-selection-2/pc-904386,8,Shooter,2012,11,5
Okay,Symphonica: Grand Maestro,/games/symphonica-grand-maestro/iphone-141555,6,Music,2012,11,5
Amazing,Football Manager 2013,/games/football-manager-2013/mac-141666,9,"Sports, Simulation",2012,11,3
Amazing,The Walking Dead: The Game -- Episode 5: No Time Left,/games/the-walking-dead-season-1-episode-5/pc-135888,9.5,Adventure,2012,11,19
Amazing,The Walking Dead: The Game -- Episode 5: No Time Left,/games/the-walking-dead-season-1-episode-5/ipad-135885,9.5,Adventure,2012,11,19
Amazing,The Walking Dead: The Game -- Episode 5: No Time Left,/games/the-walking-dead-season-1-episode-5/mac-135889,9.5,Adventure,2012,11,19
Amazing,The Walking Dead: The Game -- Episode 5: No Time Left,/games/the-walking-dead-season-1-episode-5/ps3-135887,9.5,Adventure,2012,11,19
Amazing,Football Manager 2013,/games/football-manager-2013/pc-141663,9,"Sports, Simulation",2012,11,3
Good,Need for Speed Most Wanted,/games/need-for-speed-most-wanted-2012/vita-135721,7.4,"Racing, Action",2012,11,2
Bad,Orgarhythm,/games/orgarhythm-133846/vita-130950,4.7,"Music, Action",2012,11,2
Good,Sports Champions 2,/games/sports-champions-2/ps3-135395,7.6,"Sports, Action",2012,11,2
Great,Kinect Party,/games/happy-action-theater-2/xbox-360-140195,8.5,Party,2012,12,20
Good,Sky Gamblers: Storm Raiders,/games/sky-gamblers-storm-raider/iphone-149216,7.1,Action,2012,12,19
Good,Oddworld: Stranger's Wrath HD,/games/oddworld-strangers-wrath/vita-110722,7.5,"Action, Adventure",2012,12,19
Good,AirBuccaneers,/games/airbuccaneers/pc-150858,7.5,Action,2012,12,19
Great,Theatrhythm Final Fantasy,/games/theatrhythm-final-fantasy/iphone-150082,8,"Music, Action",2012,12,19
Okay,Sing Party,/games/sing/wii-u-135741,6.3,Music,2012,12,18
Okay,Beatdown!,/games/beatdown/iphone-147890,6.3,"Fighting, Action",2012,11,19
Okay,Waking Mars,/games/waking-mars-148199/pc-148201,6.5,Action,2012,11,19
Okay,Waking Mars,/games/waking-mars-148199/iphone-129356,6.5,Action,2012,11,19
Amazing,Hitman: Absolution,/games/hitman-absolution/ps3-14348845,9,Action,2012,11,18
Amazing,Hitman: Absolution,/games/hitman-absolution/xbox-360-14348846,9,Action,2012,11,18
Okay,ZombiU,/games/zombi-u/wii-u-135661,6.3,Shooter,2012,11,18
Good,Grand Theft Auto: Vice City,/games/grand-theft-aut-vice-city/iphone-146059,7.7,"Action, Adventure",2012,12,18
Good,Street Fighter X Mega Man,/games/street-fighter-x-mega-man/pc-149856,7,Action,2012,12,18
Good,Sonic & All-Stars Racing Transformed,/games/sonic-all-stars-racing-transformed/vita-133506,7,"Racing, Action",2012,12,17
Good,Sonic & All-Stars Racing Transformed,/games/sonic-all-stars-racing-transformed/3ds-133507,7,"Racing, Action",2012,12,17
Good,The Sims 3: Seasons,/games/the-sims-3-seasons/pc-138921,7.5,Simulation,2012,12,17
Mediocre,Tank! Tank! Tank!,/games/tank-tank-tank/wii-u-135735,5.8,Action,2012,12,14
Good,Guardians of Middle-earth,/games/guardians-of-middle-earth/xbox-360-135298,7.5,Battle,2012,12,14
Okay,Ratchet & Clank: Full Frontal Assault,/games/ratchet-and-clank-full-frontal-assault/ps3-135296,6.4,Action,2012,12,14
Bad,Page Chronica,/games/page-chronica/ps3-145412,4.1,Puzzle,2012,12,14
Amazing,Hitman: Absolution,/games/hitman-absolution/pc-14251574,9,Action,2012,11,18
Amazing,Batman: Arkham City -- Armored Edition,/games/batman-arkham-city/wii-u-110822,9.5,Action,2012,11,17
Okay,Disney Epic Mickey 2: The Power of Two,/games/disney-epic-mickey-2-the-power-of-two/ps3-125841,6,"Action, Adventure",2012,11,17
Okay,Disney Epic Mickey 2: The Power of Two,/games/disney-epic-mickey-2-the-power-of-two/xbox-360-125840,6,"Action, Adventure",2012,11,17
Good,Darksiders II,/games/darksiders-2/wii-u-110809,7.5,Action,2012,11,17
Great,Scribblenauts Unlimited,/games/scribblenauts-unlimited/wii-u-135731,8.8,"Puzzle, Action",2012,11,16
Bad,Call of Duty: Black Ops Declassified,/games/call-of-duty-black-ops-declassified/vita-98928,4,Shooter,2012,11,16
Good,Fallen Enchantress,/games/elemental-fallen-enchantress/pc-101961,7.9,Strategy,2012,11,16
Good,Guns of Icarus Online,/games/guns-of-icarus-online/pc-115437,7.3,Shooter,2012,11,16
Mediocre,Miner Wars 2081,/games/miner-wars-2081/pc-21143,5,Shooter,2012,12,14
Good,Guardians of Middle-earth,/games/guardians-of-middle-earth/ps3-135301,7.5,Battle,2012,12,14
Great,The Elder Scrolls V: Skyrim -- Dragonborn,/games/the-elder-scrolls-v-skyrim-dragonborn/xbox-360-146422,8.8,RPG,2012,12,13
Okay,Baldur's Gate -- Enhanced Edition,/games/baldurs-gate-enhanced-edition/ipad-130702,6,RPG,2012,12,13
Okay,Black Knight Sword,/games/black-knight-sword/xbox-360-115069,6.9,"Puzzle, Adventure",2012,12,13
Okay,Black Knight Sword,/games/black-knight-sword/ps3-115068,6.9,"Puzzle, Adventure",2012,12,13
Amazing,The Walking Dead: A Telltale Game Series -- Season One,/games/the-walking-dead-the-game/xbox-360-100888,9.3,Adventure,2012,12,12
Great,Sonic & All-Stars Racing Transformed,/games/sonic-all-stars-racing-transformed/xbox-360-133505,8.6,"Racing, Action",2012,11,15
Amazing,New Super Mario Bros. U,/games/new-super-mario-bros-u/wii-u-135584,9.1,Platformer,2012,11,15
Great,Sonic & All-Stars Racing Transformed,/games/sonic-all-stars-racing-transformed/ps3-133498,8.6,"Racing, Action",2012,11,15
Great,Nintendo Land,/games/nintendo-land/wii-u-135744,8.7,Party,2012,11,15
Good,ARC Squadron,/games/arc-squadron-145523/iphone-145520,7.3,"Flight, Action",2012,11,13
Good,Ninja Gaiden III: Razor's Edge,/games/ninja-gaiden-iii-razors-edge/wii-u-110811,7.6,Action,2012,11,13
Amazing,The Walking Dead: A Telltale Game Series -- Season One,/games/the-walking-dead-the-game/ps3-100887,9.3,Adventure,2012,12,12
Amazing,The Walking Dead -- Game of the Year Edition,/games/the-walking-dead-game-of-the-year-edition/pc-20008044,9.3,Adventure,2012,12,12
Amazing,The Walking Dead: A Telltale Game Series -- Season One,/games/the-walking-dead-the-game/iphone-150119,9.3,Adventure,2012,12,12
Good,Real Boxing,/games/real-boxing-147889/iphone-147888,7.6,Sports,2012,11,30
Great,Baldur's Gate -- Enhanced Edition,/games/baldurs-gate-enhanced-edition/pc-130328,8.1,RPG,2012,11,30
Amazing,Crashmo,/games/crashmo/3ds-144426,9.5,"Puzzle, Action",2012,11,30
Amazing,PlanetSide 2,/games/planetside-2/pc-14242769,9,Shooter,2012,11,30
Okay,Disney Epic Mickey 2: The Power of Two,/games/disney-epic-mickey-2-the-power-of-two/wii-u-142951,6,"Action, Adventure",2012,11,29
Amazing,The Walking Dead: A Telltale Game Series -- Season One,/games/the-walking-dead-the-game/pc-100880,9.3,Adventure,2012,12,12
Amazing,The Walking Dead: A Telltale Game Series -- Season One,/games/the-walking-dead-the-game/mac-100885,9.3,Adventure,2012,12,12
Good,Strike Suit Zero,/games/strike-suit-zero/pc-115112,7.5,Shooter,2013,1,22
Painful,Final Fantasy: All The Bravest,/games/final-fantasy-all-the-bravest-156962/iphone-156958,2.5,RPG,2013,1,18
Good,Tokyo Crash Mobs,/games/tokyo-crash-mobs/3ds-144441,7.7,"Puzzle, Action",2013,1,18
Amazing,Ni no Kuni: Wrath of the White Witch,/games/ni-no-kuni/ps3-14284017,9.4,RPG,2013,1,15
Mediocre,Marvel's The Avengers: Battle For Earth,/games/marvels-the-avengers-battle-for-earth/wii-u-134289,5,Action,2013,1,15
Okay,Borderlands 2: Sir Hammerlock's Big Game Hunt,/games/borderlands-2-hammerlocks-big-game-hunt/xbox-360-150509,6.9,"Shooter, RPG",2013,1,15
Great,Assassin's Creed III,/games/assassins-creed-iii/pc-119437,8.6,"Action, Adventure",2012,11,23
Okay,Chasing Aurora,/games/chasing-aurora/wii-u-135575,6,Action,2012,11,22
Great,Adventure Time: Hey Ice King! Why'd You Steal Our Garbage?,/games/adventure-time-hey-ice-king-whyd-you-steal-our-garbage/3ds-135984,8.5,Adventure,2012,11,22
Great,Madden NFL 13,/games/madden-nfl-2013/wii-128099,8.3,Sports,2012,11,21
Good,Warriors Orochi 3 Hyper,/games/warriors-orochi-3-hyper/wii-u-142961,7,Action,2012,11,29
Good,Transformers Prime,/games/transformers-prime/wii-u-136308,7.8,Action,2012,11,28
Okay,Skylanders Battlegrounds,/games/skylanders-battlegrounds/iphone-146163,6.6,Action,2012,11,28
Good,Rage of the Gladiator,/games/rage-of-the-gladiator-2010/iphone-146969,7.6,Action,2012,11,28
Okay,FIFA Soccer 13,/games/fifa-2013/wii-u-136146,6,Sports,2012,11,27
Okay,Family Guy: Back to the Multiverse,/games/family-guy-back-to-the-multiverse/xbox-360-133934,6,Adventure,2012,11,27
Okay,Family Guy: Back to the Multiverse,/games/family-guy-back-to-the-multiverse/ps3-133931,6,Adventure,2012,11,27
Mediocre,Little Inferno,/games/little-inferno/pc-136966,5,Puzzle,2012,11,27
Mediocre,Little Inferno,/games/little-inferno/wii-u-137620,5,Puzzle,2012,11,27
Amazing,The Walking Dead -- Game of the Year Edition,/games/the-walking-dead-game-of-the-year-edition/ps3-20008043,9.3,Adventure,2012,12,12
Amazing,The Walking Dead -- Game of the Year Edition,/games/the-walking-dead-game-of-the-year-edition/xbox-360-20008042,9.3,Adventure,2012,12,12
Amazing,The Walking Dead: A Telltale Game Series -- Season One,/games/the-walking-dead-the-game/ipad-100886,9.3,Adventure,2012,12,12
Amazing,Minigore 2: Zombies,/games/minigore-2-zombies/iphone-149695,9.1,Shooter,2012,12,12
Mediocre,Jet Set Radio,/games/jet-set-radio/iphone-138175,5.6,Action,2012,12,12
Good,Forge,/games/forge/pc-136254,7,Shooter,2012,12,12
Okay,Nancy Drew: The Deadly Device,/games/nancy-drew-the-deadly-device/pc-145847,6.8,Adventure,2012,12,11
Good,Into the Dead,/games/into-the-dead/iphone-149569,7,Action,2012,12,10
Mediocre,Just Dance 4,/games/just-dance-4/wii-u-135665,5.3,Music,2012,12,10
Okay,Borderlands 2: Sir Hammerlock's Big Game Hunt,/games/borderlands-2-hammerlocks-big-game-hunt/pc-150514,6.9,"Shooter, RPG",2013,1,15
Okay,Borderlands 2: Sir Hammerlock's Big Game Hunt,/games/borderlands-2-hammerlocks-big-game-hunt/ps3-150510,6.9,"Shooter, RPG",2013,1,15
Great,DmC: Devil May Cry,/games/dmc/pc-134823,8.9,Action,2013,1,14
Great,Unchained Blades,/games/unchained-blades/3ds-101274,8,RPG,2013,1,14
Great,DmC: Devil May Cry,/games/dmc/ps3-85707,8.5,Action,2013,1,14
Good,The Earth Defense Force 2017 Portable,/games/the-earth-defense-force-2017/vita-137197,7.5,Action,2013,1,14
Bad,007 Legends,/games/007-legends/wii-u-142949,4.2,Action,2013,1,14
Mediocre,Wraithborne,/games/wraithborne/iphone-146959,5.2,Action,2012,11,21
Amazing,Persona 4 Golden,/games/shin-megami-tensei-persona-4/vita-116892,9.3,RPG,2012,11,21
Amazing,Call of Duty: Black Ops II,/games/call-of-duty-black-ops-ii/wii-u-136081,9.3,Shooter,2012,11,21
Mediocre,Rabbids Land,/games/rayman-raving-rabbids-for-wii-u/wii-u-110845,5,Party,2012,11,21
Good,Tekken Tag Tournament 2: Wii U Edition,/games/tekken-tag-tournament-2/wii-u-110807,7.5,Fighting,2012,11,21
Amazing,Far Cry 3,/games/far-cry-3/pc-53492,9,Shooter,2012,11,21
Great,Madden NFL 13,/games/madden-nfl-2013/wii-u-110858,8.3,Sports,2012,11,21
Amazing,Far Cry 3,/games/far-cry-3/ps3-53488,9,Shooter,2012,11,21
Mediocre,Little Inferno,/games/little-inferno/mac-137618,5,Puzzle,2012,11,27
Mediocre,Little Inferno,/games/little-inferno/ipad-162572,5,Puzzle,2012,11,27
Mediocre,Little Inferno,/games/little-inferno/linux-137619,5,Puzzle,2012,11,27
Mediocre,Little Inferno,/games/little-inferno/iphone-159505,5,Puzzle,2012,11,27
Great,Little Chomp,/games/little-chomp/iphone-148128,8,Action,2012,11,26
Amazing,Trine 2: Director's Cut,/games/trine-2/wii-u-135737,9,Action,2012,11,26
Awful,LEGO The Lord of the Rings [Portable],/games/lego-the-lord-of-the-rings-portable/3ds-135997,3.8,"Action, Adventure",2012,11,26
Awful,LEGO The Lord of the Rings [Portable],/games/lego-the-lord-of-the-rings-portable/vita-140079,3.8,"Action, Adventure",2012,11,26
Okay,LEGO The Lord of the Rings,/games/lego-the-lord-of-the-rings/xbox-360-135464,6.8,"Action, Adventure",2012,11,26
Great,Writer Rumble,/games/writer-rumble/iphone-149247,8.2,"Puzzle, Word Game",2012,12,10
Amazing,Mass Effect,/games/mass-effect/ps3-143827,9,RPG,2012,12,10
Great,Guilty Gear XX Accent Core Plus,/games/guilty-gear-xx-accent-core-plus/xbox-360-128867,8.3,Fighting,2012,12,7
Great,Guilty Gear XX Accent Core Plus,/games/guilty-gear-xx-accent-core-plus/ps3-128866,8.3,Fighting,2012,12,7
Good,Uncharted: Fight For Fortune,/games/uncharted-fight-for-fortune/vita-146817,7,"Card, Battle",2012,12,6
Good,Modern Combat 4: Zero Hour,/games/modern-combat-4-zero-hour/iphone-143811,7.8,Shooter,2012,12,6
Okay,Wonderbook: Book  of Spells,/games/book-of-spells/ps3-135683,6,"Simulation, Adventure",2012,12,6
Great,Rift: Storm Legion,/games/rift-storm-legion/pc-135457,8.3,RPG,2012,12,4
Amazing,Joe Danger,/games/joe-danger-touch/iphone-136836,9.1,Action,2013,1,14
Great,DmC: Devil May Cry,/games/dmc/xbox-360-86431,8.9,Action,2013,1,14
Mediocre,Anarchy Reigns,/games/anarchy-reigns/xbox-360-98770,5.9,Action,2013,1,11
Mediocre,Anarchy Reigns,/games/anarchy-reigns/ps3-95396,5.9,Action,2013,1,11
Great,Kentucky Route Zero: Act 1,/games/kentucky-route-zero-154732/pc-115270,8.3,Adventure,2013,1,11
Okay,Primordia,/games/primordia/pc-140042,6.8,Adventure,2013,1,11
Amazing,Mutant Mudds,/games/mutant-mudds/iphone-149490,9.1,Platformer,2013,1,10
Amazing,Far Cry 3,/games/far-cry-3/xbox-360-53491,9,Shooter,2012,11,21
Amazing,Mass Effect 3 (Special Edition),/games/mass-effect-3/wii-u-135743,9.5,RPG,2012,11,21
Amazing,Nano Assault Neo,/games/nano-assault-neo/wii-u-142952,9,Shooter,2012,11,20
Good,Disney Epic Mickey: Power of Illusion,/games/disney-epic-mickey-power-of-illusion/3ds-130576,7,"Action, Adventure",2012,11,20
Great,Assassin's Creed III,/games/assassins-creed-iii/wii-u-110823,8.5,"Action, Adventure",2012,11,20
Amazing,Borderlands 2: Mr. Torgue's Campaign of Carnage,/games/borderlands-2-mr-torgues-campaign-of-carnage/pc-147951,9.2,"Shooter, RPG",2012,11,20
Great,Scribblenauts Unlimited,/games/scribblenauts-unlimited/pc-135828,8.8,"Puzzle, Action",2012,11,20
Amazing,Borderlands 2: Mr. Torgue's Campaign of Carnage,/games/borderlands-2-mr-torgues-campaign-of-carnage/xbox-360-147949,9.2,"Shooter, RPG",2012,11,20
Great,PlayStation All-Stars Battle Royale,/games/playstation-all-stars-battle-royale/vita-135678,8,Fighting,2012,11,20
Good,Jetpack Joyride,/games/jetpack-joyride/psp-148152,7.4,Platformer,2012,11,26
Okay,LEGO The Lord of the Rings,/games/lego-the-lord-of-the-rings/ps3-135460,6.8,"Action, Adventure",2012,11,26
Good,The Walking Dead: Assault,/games/the-walking-dead-assault/iphone-149294,7.5,Adventure,2012,12,4
Good,Miasmata,/games/miasmata/pc-149038,7.9,Adventure,2012,12,4
Good,Bladeslinger: Episode 1,/games/bladeslinger/iphone-119042,7.2,Action,2012,12,3
Mediocre,Funky Barn,/games/funky-barn-142959/wii-u-142960,5,Simulation,2012,12,3
Awful,ESPN Sports Connection,/games/sports-connection/wii-u-135664,3,Sports,2012,12,3
Great,Sonic & All-Stars Racing Transformed,/games/sonic-all-stars-racing-transformed/wii-u-139639,8.8,"Racing, Action",2012,11,30
Awful,Infestation: Survivor Stories,/games/the-war-z/pc-138069,3,Action,2013,1,8
Good,Labyrinth Legends,/games/labyrinth-legends/ps3-148868,7.7,RPG,2013,1,7
Mediocre,Ace of Spades,/games/ace-of-spades-149688/pc-106949,5.9,Shooter,2013,1,4
Good,Monsters Inc. Run,/games/monsters-inc-run/iphone-150128,7.7,Action,2013,1,3
Good,Pudding Monsters,/games/pudding-monsters/iphone-149492,7.3,"Puzzle, Adventure",2012,12,20
Amazing,Borderlands 2: Mr. Torgue's Campaign of Carnage,/games/borderlands-2-mr-torgues-campaign-of-carnage/ps3-147950,9.2,"Shooter, RPG",2012,11,20
Great,PlayStation All-Stars Battle Royale,/games/playstation-all-stars-battle-royale/ps3-123511,8,Fighting,2012,11,20
Amazing,NBA 2K13,/games/nba-2k13/wii-u-135328,9.1,Sports,2012,11,20
Amazing,The Walking Dead: The Game -- Episode 5: No Time Left,/games/the-walking-dead-season-1-episode-5/xbox-360-135886,9.5,Adventure,2012,11,19
Mediocre,NFL Quarterback Club '97,/games/nfl-quarterback-club-97/ps-293,5,Sports,1996,11,25
Okay,Namco Museum Vol. 2,/games/namco-museum-vol-2/ps-730,6,"Action, Compilation",1996,11,25
Awful,Raven Project,/games/raven-project/ps-184,3,Action,1996,11,25
Okay,Silverload,/games/silverload/ps-585,6,Adventure,1996,11,25
Good,Return Fire,/games/return-fire/ps-172,7,Action,1996,11,25
Painful,Rise 2: Resurrection,/games/rise-2-resurrection/ps-174,2,Fighting,1996,11,25
Okay,Robo Pit,/games/robo-pit/ps-175,6.5,Fighting,1996,11,25
Okay,NBA ShootOut,/games/nba-shootout/ps-163,6,Sports,1996,11,25
Bad,Beyond The Beyond,/games/beyond-the-beyond/ps-450,4,RPG,1996,11,21
Good,Crash Bandicoot,/games/crash-bandicoot/ps-603,7.5,Platformer,1996,11,21
Great,Bust-A-Move 2: Arcade Edition,/games/bust-a-move-2-arcade-edition/ps-684,8,Puzzle,1996,11,21
Mediocre,CyberSpeed,/games/cyberspeed/ps-139,5,Racing,1996,11,21
Good,D,/games/d/ps-688,7,Adventure,1996,11,21
Okay,Assault Rigs,/games/assault-rigs/ps-134,6,Action,1996,11,21
Mediocre,ESPN Extreme Games,/games/espn-extreme-games/ps-547,5,Sports,1996,11,21
Good,Doom (1993),/games/doom/ps-671,7,Shooter,1996,11,21
Great,Bottom of the 9th,/games/bottom-of-the-9th/ps-110,8,Sports,1996,11,21
Good,Adidas Power Soccer,/games/adidas-power-soccer/ps-715,7,Sports,1996,11,21
Painful,Agile Warrior F-111X,/games/agile-warrior-f-111x/ps-133,2,Action,1996,11,21
Great,Alien Trilogy,/games/alien-trilogy/ps-452,8,Action,1996,11,21
Okay,Alone in the Dark: One Eyed Jack's Revenge,/games/alone-in-the-dark-2/ps-677,6,Adventure,1996,11,21
Good,Fade to Black,/games/fade-to-black/ps-146,7,Adventure,1996,11,21
Good,Die Hard Trilogy,/games/die-hard-trilogy/ps-447,7.5,Action,1996,11,21
Good,Discworld,/games/discworld/ps-583,7,Adventure,1996,11,21
Okay,Battle Arena Toshinden 2,/games/battle-arena-toshinden-2/ps-451,6,Fighting,1996,11,21
Okay,A-Train,/games/a-train/ps-670,6,Strategy,1996,11,21
Bad,Casper -- A Haunting 3D Challenge,/games/casper-a-haunting-3d-challenge/ps-438,4,Action,1996,11,21
Okay,Bogey Dead 6,/games/bogey-dead-6/ps-449,6,"Flight, Action",1996,11,21
Great,Namco Museum Vol. 1,/games/namco-museum-vol-1/ps-702,8,"Action, Compilation",1996,11,25
Good,Road & Track Presents: The Need for Speed,/games/road-and-track-presents-the-need-for-speed/ps-1864,7,Racing,1996,11,25
Okay,Romance of the Three Kingdoms IV: Wall of Fire,/games/romance-of-the-three-kingdoms-iv-wall-of-fire/ps-478,6,Strategy,1996,11,25
Good,PGA Tour '96,/games/pga-tour-96/ps-165,7,Sports,1996,11,25
Good,Rayman,/games/rayman/ps-69,7,Platformer,1996,11,25
Okay,Raiden Project,/games/raiden-project/ps-720,6,Shooter,1996,11,25
Great,Andretti Racing,/games/andretti-racing/ps-703,8,Racing,1996,11,21
Good,Discworld,/games/discworld/ps-583,7,Adventure,1996,11,21
Good,Die Hard Trilogy,/games/die-hard-trilogy/ps-447,7.5,Action,1996,11,21
Awful,Gunship,/games/gunship-23429/ps-280,3,Simulation,1996,11,25
Okay,Olympic Summer Games: Atlanta '96,/games/olympic-summer-games-atlanta-96-808731/ps-551,6,Sports,1996,11,25
Unbearable,Revolution X,/games/revolution-x/ps-689,1,Action,1996,11,25
Bad,Shockwave Assault,/games/shockwave-assault/ps-679,4,Action,1996,11,25
Bad,HardBall 5,/games/hardball-5/ps-140,4,Sports,1996,11,25
Good,Twisted Metal [1996],/games/twisted-metal-1996/ps-444,7,Action,1996,11,26
Amazing,WipEout XL,/games/wipeout-2097/ps-473,9,Racing,1996,11,26
Great,WipEout,/games/wipeout/ps-192,8,Racing,1996,11,26
Great,Tobal No. 1,/games/tobal-no-1/ps-743,8.7,Fighting,1996,11,26
Great,Star Gladiator Episode 1: Final Crusade,/games/star-gladiator-episode-1-final-crusade/ps-461,8,Fighting,1996,11,26
Good,Starfighter,/games/starfighter/ps-287,7,Action,1996,11,26
Good,Battle Arena Toshinden,/games/battle-arena-toshinden/ps-716,7,Fighting,1996,11,21
Good,Destruction Derby,/games/destruction-derby/ps-144,7,"Racing, Action",1996,11,21
Great,Aquanaut's Holiday,/games/aquanauts-holiday/ps-548,8,Simulation,1996,11,21
Painful,Creature Shock (Special Edition),/games/creature-shock/ps-136,2,Action,1996,11,21
Good,Air Combat,/games/air-combat/ps-393,7,"Flight, Action",1996,11,21
Good,Descent,/games/descent-1995/ps-143,7,Action,1996,11,21
Mediocre,Cyber Sled,/games/cyber-sled/ps-138,5,Action,1996,11,21
Good,DEFCON 5,/games/defcon-5/ps-142,7,Action,1996,11,21
Mediocre,The King of Fighters '95,/games/the-king-of-fighters-95/ps-2072,5,Fighting,1996,11,25
Great,Jumping Flash! 2,/games/jumping-flash-2/ps-577,8,Platformer,1996,11,25
Bad,Epidemic,/games/epidemic/ps-299,4,Action,1996,11,25
Mediocre,Philosoma,/games/philosoma/ps-166,5,Action,1996,11,25
Mediocre,NBA In the Zone,/games/nba-in-the-zone-36223/ps-164,5,Sports,1996,11,25
Good,Magic Carpet,/games/magic-carpet/ps-159,7.5,Action,1996,11,25
Painful,Power Serve 3D Tennis,/games/power-serve-3d-tennis/ps-167,2,Sports,1996,11,25
